date,description,amount,category,clean_description,month,day_of_week,year_month,category_encoded
2024-04-12,DISNEY PLUS #4389,1016.09,Entertainment,disney plus,4,4,2024-04,1
2024-04-12,PHARMACY BILL #9530,417.02,Health,pharmacy bill,4,4,2024-04,3
2024-04-12,UBER TRIP #7566,818.49,Transport,uber trip,4,4,2024-04,5
2024-04-12,DOCTOR CONSULTATION #5717,1974.27,Health,doctor consultation,4,4,2024-04,3
2024-04-12,AUTO RICKSHAW #3900,1193.94,Transport,auto rickshaw,4,4,2024-04,5
2024-04-13,PETROL PUMP #6614,836.11,Transport,petrol pump,4,5,2024-04,5
2024-04-13,LAB TEST #3209,282.99,Health,lab test,4,5,2024-04,3
2024-04-13,BOOKMYSHOW #2075,362.88,Entertainment,bookmyshow,4,5,2024-04,1
2024-04-14,NETFLIX SUBSCRIPTION #2526,1123.04,Entertainment,netflix subscription,4,6,2024-04,1
2024-04-14,INDIGO AIRLINES #7482,1772.83,Transport,indigo airlines,4,6,2024-04,5
2024-04-14,MYNTRA FASHION #2820,6842.88,Shopping,myntra fashion,4,6,2024-04,4
2024-04-15,AMAZON ORDER #1752,976.68,Shopping,amazon order,4,0,2024-04,4
2024-04-15,AJIO ORDER #5333,6495.6,Shopping,ajio order,4,0,2024-04,4
2024-04-15,CAFE COFFEE DAY #6934,971.6,Food & Dining,cafe coffee day,4,0,2024-04,2
2024-04-15,SUBWAY #5994,284.61,Food & Dining,subway,4,0,2024-04,2
2024-04-15,IKEA PURCHASE #6571,827.56,Shopping,ikea purchase,4,0,2024-04,4
2024-04-15,MEESHO ORDER #6269,2864.71,Shopping,meesho order,4,0,2024-04,4
2024-04-16,ELECTRICITY BILL #3224,2459.33,Bills & Utilities,electricity bill,4,1,2024-04,0
2024-04-16,ELECTRICITY BILL #8711,1189.93,Bills & Utilities,electricity bill,4,1,2024-04,0
2024-04-17,MYNTRA FASHION #1958,1339.87,Shopping,myntra fashion,4,2,2024-04,4
2024-04-17,UBER TRIP #6432,271.38,Transport,uber trip,4,2,2024-04,5
2024-04-17,EYE CLINIC #1891,2569.02,Health,eye clinic,4,2,2024-04,3
2024-04-17,SUBWAY #1437,156.13,Food & Dining,subway,4,2,2024-04,2
2024-04-17,DENTAL CLINIC #1440,2863.71,Health,dental clinic,4,2,2024-04,3
2024-04-18,YOGA CLASS #7791,607.19,Health,yoga class,4,3,2024-04,3
2024-04-18,NETFLIX SUBSCRIPTION #2866,1136.46,Entertainment,netflix subscription,4,3,2024-04,1
2024-04-18,NETFLIX SUBSCRIPTION #9556,380.11,Entertainment,netflix subscription,4,3,2024-04,1
2024-04-19,APPLE MUSIC #1399,1466.97,Entertainment,apple music,4,4,2024-04,1
2024-04-19,MOVIE TICKET #9095,882.55,Entertainment,movie ticket,4,4,2024-04,1
2024-04-19,ZOMATO ORDER #9410,545.53,Food & Dining,zomato order,4,4,2024-04,2
2024-04-19,UBER TRIP #8972,255.22,Transport,uber trip,4,4,2024-04,5
2024-04-19,INSURANCE PREMIUM #4127,521.86,Bills & Utilities,insurance premium,4,4,2024-04,0
2024-04-20,DENTAL CLINIC #7131,1545.9,Health,dental clinic,4,5,2024-04,3
2024-04-20,GROCERY STORE #8385,403.6,Food & Dining,grocery store,4,5,2024-04,2
2024-04-20,PARKING FEE #1173,923.22,Transport,parking fee,4,5,2024-04,5
2024-04-20,KFC ORDER #7961,648.88,Food & Dining,kfc order,4,5,2024-04,2
2024-04-20,GROCERY STORE #2900,126.16,Food & Dining,grocery store,4,5,2024-04,2
2024-04-21,YOGA CLASS #9817,2346.46,Health,yoga class,4,6,2024-04,3
2024-04-21,GYM MEMBERSHIP #2017,2036.58,Health,gym membership,4,6,2024-04,3
2024-04-21,DENTAL CLINIC #2286,2923.68,Health,dental clinic,4,6,2024-04,3
2024-04-21,SUBWAY #6085,1042.49,Food & Dining,subway,4,6,2024-04,2
2024-04-22,IKEA PURCHASE #2739,2689.1,Shopping,ikea purchase,4,0,2024-04,4
2024-04-23,INSURANCE PREMIUM #6511,2187.9,Bills & Utilities,insurance premium,4,1,2024-04,0
2024-04-23,RAPIDO BIKE #9163,1992.06,Transport,rapido bike,4,1,2024-04,5
2024-04-23,BIGBASKET ORDER #4102,1018.4,Food & Dining,bigbasket order,4,1,2024-04,2
2024-04-23,DTH RECHARGE #7624,3648.49,Bills & Utilities,dth recharge,4,1,2024-04,0
2024-04-23,PRACTO APPOINTMENT #6804,1328.38,Health,practo appointment,4,1,2024-04,3
2024-04-24,AUTO RICKSHAW #9074,1862.74,Transport,auto rickshaw,4,2,2024-04,5
2024-04-24,MOBILE RECHARGE #6549,4040.74,Bills & Utilities,mobile recharge,4,2,2024-04,0
2024-04-24,PETROL PUMP #8773,490.43,Transport,petrol pump,4,2,2024-04,5
2024-04-24,HOTSTAR PREMIUM #7304,633.65,Entertainment,hotstar premium,4,2,2024-04,1
2024-04-24,SPOTIFY PREMIUM #2522,1237.8,Entertainment,spotify premium,4,2,2024-04,1
2024-04-25,BUS PASS #8506,198.91,Transport,bus pass,4,3,2024-04,5
2024-04-25,SUBWAY #3196,778.37,Food & Dining,subway,4,3,2024-04,2
2024-04-25,YOUTUBE PREMIUM #8635,237.15,Entertainment,youtube premium,4,3,2024-04,1
2024-04-26,ZOMATO ORDER #5609,767.6,Food & Dining,zomato order,4,4,2024-04,2
2024-04-26,GROCERY STORE #7429,153.51,Food & Dining,grocery store,4,4,2024-04,2
2024-04-26,INSURANCE PREMIUM #9629,4164.84,Bills & Utilities,insurance premium,4,4,2024-04,0
2024-04-26,GAMING PURCHASE #9056,1456.65,Entertainment,gaming purchase,4,4,2024-04,1
2024-04-26,LIFESTYLE STORE #5133,6712.31,Shopping,lifestyle store,4,4,2024-04,4
2024-04-26,DISNEY PLUS #1333,646.03,Entertainment,disney plus,4,4,2024-04,1
2024-04-27,AUTO RICKSHAW #5306,497.16,Transport,auto rickshaw,4,5,2024-04,5
2024-04-27,YOGA CLASS #2404,728.12,Health,yoga class,4,5,2024-04,3
2024-04-27,DENTAL CLINIC #3967,951.97,Health,dental clinic,4,5,2024-04,3
2024-04-27,YOUTUBE PREMIUM #1831,281.23,Entertainment,youtube premium,4,5,2024-04,1
2024-04-27,INTERNET BILL #7723,2558.92,Bills & Utilities,internet bill,4,5,2024-04,0
2024-04-28,SWIGGY DELIVERY #7771,528.93,Food & Dining,swiggy delivery,4,6,2024-04,2
2024-04-28,MOVIE TICKET #7807,1268.45,Entertainment,movie ticket,4,6,2024-04,1
2024-04-28,KFC ORDER #5269,838.03,Food & Dining,kfc order,4,6,2024-04,2
2024-04-29,KFC ORDER #7427,539.24,Food & Dining,kfc order,4,0,2024-04,2
2024-04-29,GAS CYLINDER #5913,1944.65,Bills & Utilities,gas cylinder,4,0,2024-04,0
2024-04-29,MOBILE RECHARGE #7275,3308.46,Bills & Utilities,mobile recharge,4,0,2024-04,0
2024-04-29,OLA RIDE #3496,499.93,Transport,ola ride,4,0,2024-04,5
2024-04-29,BIGBASKET ORDER #6080,797.31,Food & Dining,bigbasket order,4,0,2024-04,2
2024-04-29,AUTO RICKSHAW #3167,1455.0,Transport,auto rickshaw,4,0,2024-04,5
2024-04-30,LIFESTYLE STORE #9870,7467.43,Shopping,lifestyle store,4,1,2024-04,4
2024-04-30,LAB TEST #1922,378.54,Health,lab test,4,1,2024-04,3
2024-04-30,ELECTRICITY BILL #5019,4190.59,Bills & Utilities,electricity bill,4,1,2024-04,0
2024-05-01,GYM MEMBERSHIP #7036,1410.56,Health,gym membership,5,2,2024-05,3
2024-05-01,DECATHLON SPORTS #8987,436.06,Shopping,decathlon sports,5,2,2024-05,4
2024-05-01,PETROL PUMP #6075,881.44,Transport,petrol pump,5,2,2024-05,5
2024-05-01,NYKAA COSMETICS #4579,7612.4,Shopping,nykaa cosmetics,5,2,2024-05,4
2024-05-01,WATER BILL #9757,1993.53,Bills & Utilities,water bill,5,2,2024-05,0
2024-05-01,OLA RIDE #1757,512.34,Transport,ola ride,5,2,2024-05,5
2024-05-02,EYE CLINIC #2333,1110.17,Health,eye clinic,5,3,2024-05,3
2024-05-02,DENTAL CLINIC #9837,1759.41,Health,dental clinic,5,3,2024-05,3
2024-05-02,EYE CLINIC #5648,1307.04,Health,eye clinic,5,3,2024-05,3
2024-05-02,MEESHO ORDER #9759,5178.85,Shopping,meesho order,5,3,2024-05,4
2024-05-03,WATER BILL #1217,941.5,Bills & Utilities,water bill,5,4,2024-05,0
2024-05-04,BUS PASS #4909,1093.08,Transport,bus pass,5,5,2024-05,5
2024-05-05,GYM MEMBERSHIP #4633,1074.92,Health,gym membership,5,6,2024-05,3
2024-05-05,LAB TEST #8612,2944.38,Health,lab test,5,6,2024-05,3
2024-05-05,GROCERY STORE #7523,1499.41,Food & Dining,grocery store,5,6,2024-05,2
2024-05-05,PETROL PUMP #6415,1672.64,Transport,petrol pump,5,6,2024-05,5
2024-05-06,SWIGGY DELIVERY #8540,1254.51,Food & Dining,swiggy delivery,5,0,2024-05,2
2024-05-06,CAFE COFFEE DAY #2435,477.1,Food & Dining,cafe coffee day,5,0,2024-05,2
2024-05-07,YOUTUBE PREMIUM #4402,1063.17,Entertainment,youtube premium,5,1,2024-05,1
2024-05-07,RESTAURANT BILL #3724,639.3,Food & Dining,restaurant bill,5,1,2024-05,2
2024-05-08,LAB TEST #1008,274.51,Health,lab test,5,2,2024-05,3
2024-05-08,PARKING FEE #4992,1109.46,Transport,parking fee,5,2,2024-05,5
2024-05-08,APPLE MUSIC #8101,1164.21,Entertainment,apple music,5,2,2024-05,1
2024-05-08,DENTAL CLINIC #8028,765.51,Health,dental clinic,5,2,2024-05,3
2024-05-08,YOUTUBE PREMIUM #7038,257.54,Entertainment,youtube premium,5,2,2024-05,1
2024-05-08,MYNTRA FASHION #6209,7828.57,Shopping,myntra fashion,5,2,2024-05,4
2024-05-08,MCDONALD'S #9313,358.47,Food & Dining,mcdonalds,5,2,2024-05,2
2024-05-08,NETFLIX SUBSCRIPTION #9871,1441.15,Entertainment,netflix subscription,5,2,2024-05,1
2024-05-08,AMAZON PRIME #1054,637.58,Entertainment,amazon prime,5,2,2024-05,1
2024-05-09,BUS PASS #7125,1065.19,Transport,bus pass,5,3,2024-05,5
2024-05-09,GAS CYLINDER #3253,2265.23,Bills & Utilities,gas cylinder,5,3,2024-05,0
2024-05-10,IRCTC TICKET #8904,382.08,Transport,irctc ticket,5,4,2024-05,5
2024-05-10,INSURANCE PREMIUM #3524,1032.04,Bills & Utilities,insurance premium,5,4,2024-05,0
2024-05-10,PHARMACY BILL #3589,1374.86,Health,pharmacy bill,5,4,2024-05,3
2024-05-10,DOCTOR CONSULTATION #2273,154.54,Health,doctor consultation,5,4,2024-05,3
2024-05-11,SUBWAY #6841,1483.79,Food & Dining,subway,5,5,2024-05,2
2024-05-11,LAB TEST #5107,2706.12,Health,lab test,5,5,2024-05,3
2024-05-11,RELIANCE TRENDS #9967,4707.88,Shopping,reliance trends,5,5,2024-05,4
2024-05-11,AUTO RICKSHAW #5610,764.84,Transport,auto rickshaw,5,5,2024-05,5
2024-05-11,SPOTIFY PREMIUM #3589,1199.47,Entertainment,spotify premium,5,5,2024-05,1
2024-05-12,FLIPKART PURCHASE #9423,2056.44,Shopping,flipkart purchase,5,6,2024-05,4
2024-05-12,RAPIDO BIKE #1512,428.1,Transport,rapido bike,5,6,2024-05,5
2024-05-13,RAPIDO BIKE #8157,1589.93,Transport,rapido bike,5,0,2024-05,5
2024-05-13,FLIPKART PURCHASE #4234,5859.6,Shopping,flipkart purchase,5,0,2024-05,4
2024-05-13,AMAZON PRIME #2977,886.34,Entertainment,amazon prime,5,0,2024-05,1
2024-05-13,MOBILE RECHARGE #8454,1497.72,Bills & Utilities,mobile recharge,5,0,2024-05,0
2024-05-14,BUS PASS #3954,1564.51,Transport,bus pass,5,1,2024-05,5
2024-05-14,DENTAL CLINIC #1580,2812.7,Health,dental clinic,5,1,2024-05,3
2024-05-14,MEDICINE ORDER #6878,217.22,Health,medicine order,5,1,2024-05,3
2024-05-14,RELIANCE TRENDS #6326,5450.9,Shopping,reliance trends,5,1,2024-05,4
2024-05-14,DENTAL CLINIC #7226,2867.0,Health,dental clinic,5,1,2024-05,3
2024-05-15,LAB TEST #7769,1711.79,Health,lab test,5,2,2024-05,3
2024-05-15,OLA RIDE #2946,504.49,Transport,ola ride,5,2,2024-05,5
2024-05-15,MEESHO ORDER #3999,6589.18,Shopping,meesho order,5,2,2024-05,4
2024-05-15,INSURANCE PREMIUM #9788,3939.03,Bills & Utilities,insurance premium,5,2,2024-05,0
2024-05-15,UBER TRIP #4954,1448.55,Transport,uber trip,5,2,2024-05,5
2024-05-16,MEDICINE ORDER #5828,1673.93,Health,medicine order,5,3,2024-05,3
2024-05-16,YOUTUBE PREMIUM #7937,1495.11,Entertainment,youtube premium,5,3,2024-05,1
2024-05-16,AUTO RICKSHAW #6022,1189.99,Transport,auto rickshaw,5,3,2024-05,5
2024-05-16,INDIGO AIRLINES #2867,546.84,Transport,indigo airlines,5,3,2024-05,5
2024-05-16,SPOTIFY PREMIUM #7797,1016.55,Entertainment,spotify premium,5,3,2024-05,1
2024-05-16,BOOKMYSHOW #1207,1289.26,Entertainment,bookmyshow,5,3,2024-05,1
2024-05-17,AMAZON PRIME #8800,1003.91,Entertainment,amazon prime,5,4,2024-05,1
2024-05-17,DTH RECHARGE #5775,3700.88,Bills & Utilities,dth recharge,5,4,2024-05,0
2024-05-17,DOCTOR CONSULTATION #9385,1243.83,Health,doctor consultation,5,4,2024-05,3
2024-05-17,IKEA PURCHASE #8289,1290.87,Shopping,ikea purchase,5,4,2024-05,4
2024-05-17,LIFESTYLE STORE #8986,6159.29,Shopping,lifestyle store,5,4,2024-05,4
2024-05-18,YOUTUBE PREMIUM #5458,1080.36,Entertainment,youtube premium,5,5,2024-05,1
2024-05-18,DTH RECHARGE #1145,596.56,Bills & Utilities,dth recharge,5,5,2024-05,0
2024-05-18,LAB TEST #9757,1937.29,Health,lab test,5,5,2024-05,3
2024-05-18,YOGA CLASS #1105,2962.37,Health,yoga class,5,5,2024-05,3
2024-05-18,NYKAA COSMETICS #6094,2386.7,Shopping,nykaa cosmetics,5,5,2024-05,4
2024-05-18,HOSPITAL BILL #4014,2571.18,Health,hospital bill,5,5,2024-05,3
2024-05-18,NYKAA COSMETICS #8687,4373.77,Shopping,nykaa cosmetics,5,5,2024-05,4
2024-05-19,UBER TRIP #2964,1842.77,Transport,uber trip,5,6,2024-05,5
2024-05-19,INDIGO AIRLINES #6947,102.49,Transport,indigo airlines,5,6,2024-05,5
2024-05-20,EYE CLINIC #4974,1445.39,Health,eye clinic,5,0,2024-05,3
2024-05-20,YOUTUBE PREMIUM #2653,1210.67,Entertainment,youtube premium,5,0,2024-05,1
2024-05-20,INSURANCE PREMIUM #1094,3079.12,Bills & Utilities,insurance premium,5,0,2024-05,0
2024-05-21,MEDICINE ORDER #8150,436.47,Health,medicine order,5,1,2024-05,3
2024-05-21,APPLE MUSIC #7209,570.29,Entertainment,apple music,5,1,2024-05,1
2024-05-22,DOMINOS PIZZA #9283,1280.83,Food & Dining,dominos pizza,5,2,2024-05,2
2024-05-22,NYKAA COSMETICS #5040,5823.02,Shopping,nykaa cosmetics,5,2,2024-05,4
2024-05-23,IKEA PURCHASE #6797,7431.42,Shopping,ikea purchase,5,3,2024-05,4
2024-05-23,AMAZON ORDER #1803,7302.81,Shopping,amazon order,5,3,2024-05,4
2024-05-24,MCDONALD'S #5146,67.7,Food & Dining,mcdonalds,5,4,2024-05,2
2024-05-24,SUBWAY #8324,508.29,Food & Dining,subway,5,4,2024-05,2
2024-05-24,MAINTENANCE FEE #4308,1538.46,Bills & Utilities,maintenance fee,5,4,2024-05,0
2024-05-24,MOVIE TICKET #8305,125.29,Entertainment,movie ticket,5,4,2024-05,1
2024-05-24,NYKAA COSMETICS #6375,1135.88,Shopping,nykaa cosmetics,5,4,2024-05,4
2024-05-25,OLA RIDE #5026,1305.14,Transport,ola ride,5,5,2024-05,5
2024-05-25,SWIGGY DELIVERY #1865,1253.95,Food & Dining,swiggy delivery,5,5,2024-05,2
2024-05-25,EMI PAYMENT #9260,759.72,Bills & Utilities,emi payment,5,5,2024-05,0
2024-05-25,AUTO RICKSHAW #6927,1256.59,Transport,auto rickshaw,5,5,2024-05,5
2024-05-25,INTERNET BILL #6601,2159.19,Bills & Utilities,internet bill,5,5,2024-05,0
2024-05-26,EYE CLINIC #8489,282.14,Health,eye clinic,5,6,2024-05,3
2024-05-27,BOOKMYSHOW #6770,323.94,Entertainment,bookmyshow,5,0,2024-05,1
2024-05-27,AJIO ORDER #7664,3678.66,Shopping,ajio order,5,0,2024-05,4
2024-05-29,DISNEY PLUS #4103,1150.53,Entertainment,disney plus,5,2,2024-05,1
2024-05-29,WATER BILL #4373,1746.24,Bills & Utilities,water bill,5,2,2024-05,0
2024-05-29,PARKING FEE #6084,1187.36,Transport,parking fee,5,2,2024-05,5
2024-05-29,INSURANCE PREMIUM #8940,1785.77,Bills & Utilities,insurance premium,5,2,2024-05,0
2024-05-30,WATER BILL #8910,2153.12,Bills & Utilities,water bill,5,3,2024-05,0
2024-05-30,EMI PAYMENT #1639,4400.99,Bills & Utilities,emi payment,5,3,2024-05,0
2024-05-31,IKEA PURCHASE #5728,773.55,Shopping,ikea purchase,5,4,2024-05,4
2024-05-31,DOMINOS PIZZA #3955,847.45,Food & Dining,dominos pizza,5,4,2024-05,2
2024-05-31,UBER TRIP #1271,428.63,Transport,uber trip,5,4,2024-05,5
2024-05-31,LAB TEST #9520,2641.08,Health,lab test,5,4,2024-05,3
2024-05-31,MAINTENANCE FEE #3175,3833.56,Bills & Utilities,maintenance fee,5,4,2024-05,0
2024-05-31,APPLE MUSIC #1745,106.51,Entertainment,apple music,5,4,2024-05,1
2024-06-01,EMI PAYMENT #9692,1545.0,Bills & Utilities,emi payment,6,5,2024-06,0
2024-06-01,GAS CYLINDER #4196,4094.56,Bills & Utilities,gas cylinder,6,5,2024-06,0
2024-06-01,AMAZON PRIME #4012,828.37,Entertainment,amazon prime,6,5,2024-06,1
2024-06-02,EMI PAYMENT #8851,2953.0,Bills & Utilities,emi payment,6,6,2024-06,0
2024-06-02,NETFLIX SUBSCRIPTION #5277,344.22,Entertainment,netflix subscription,6,6,2024-06,1
2024-06-02,MAINTENANCE FEE #3700,1338.56,Bills & Utilities,maintenance fee,6,6,2024-06,0
2024-06-02,BOOKMYSHOW #8439,100.01,Entertainment,bookmyshow,6,6,2024-06,1
2024-06-02,SPOTIFY PREMIUM #2075,534.88,Entertainment,spotify premium,6,6,2024-06,1
2024-06-03,BOOKMYSHOW #2108,1434.72,Entertainment,bookmyshow,6,0,2024-06,1
2024-06-03,IRCTC TICKET #5902,1199.64,Transport,irctc ticket,6,0,2024-06,5
2024-06-03,YOGA CLASS #9201,2309.69,Health,yoga class,6,0,2024-06,3
2024-06-03,FLIPKART PURCHASE #2479,4997.07,Shopping,flipkart purchase,6,0,2024-06,4
2024-06-04,KFC ORDER #7143,795.75,Food & Dining,kfc order,6,1,2024-06,2
2024-06-04,MYNTRA FASHION #3852,6390.83,Shopping,myntra fashion,6,1,2024-06,4
2024-06-04,INDIGO AIRLINES #3369,785.66,Transport,indigo airlines,6,1,2024-06,5
2024-06-05,BOOKMYSHOW #3363,377.88,Entertainment,bookmyshow,6,2,2024-06,1
2024-06-05,YOGA CLASS #4366,1601.47,Health,yoga class,6,2,2024-06,3
2024-06-05,SWIGGY DELIVERY #9015,980.04,Food & Dining,swiggy delivery,6,2,2024-06,2
2024-06-06,ZOMATO ORDER #2615,425.17,Food & Dining,zomato order,6,3,2024-06,2
2024-06-06,DTH RECHARGE #2462,2955.36,Bills & Utilities,dth recharge,6,3,2024-06,0
2024-06-06,MEESHO ORDER #1550,6314.88,Shopping,meesho order,6,3,2024-06,4
2024-06-06,EYE CLINIC #9008,363.73,Health,eye clinic,6,3,2024-06,3
2024-06-07,DECATHLON SPORTS #7626,7902.68,Shopping,decathlon sports,6,4,2024-06,4
2024-06-07,DISNEY PLUS #5651,398.44,Entertainment,disney plus,6,4,2024-06,1
2024-06-07,GYM MEMBERSHIP #7097,1734.56,Health,gym membership,6,4,2024-06,3
2024-06-07,EYE CLINIC #2262,1538.83,Health,eye clinic,6,4,2024-06,3
2024-06-07,MAINTENANCE FEE #8244,3410.57,Bills & Utilities,maintenance fee,6,4,2024-06,0
2024-06-08,DECATHLON SPORTS #3185,1277.8,Shopping,decathlon sports,6,5,2024-06,4
2024-06-08,APPLE MUSIC #3639,287.75,Entertainment,apple music,6,5,2024-06,1
2024-06-09,NETFLIX SUBSCRIPTION #2253,1384.14,Entertainment,netflix subscription,6,6,2024-06,1
2024-06-09,ELECTRICITY BILL #4217,628.31,Bills & Utilities,electricity bill,6,6,2024-06,0
2024-06-09,GYM MEMBERSHIP #5408,1989.6,Health,gym membership,6,6,2024-06,3
2024-06-09,PRACTO APPOINTMENT #9110,2085.61,Health,practo appointment,6,6,2024-06,3
2024-06-09,MAINTENANCE FEE #3119,4843.36,Bills & Utilities,maintenance fee,6,6,2024-06,0
2024-06-09,EMI PAYMENT #3090,1369.4,Bills & Utilities,emi payment,6,6,2024-06,0
2024-06-10,AJIO ORDER #5380,7628.7,Shopping,ajio order,6,0,2024-06,4
2024-06-11,BUS PASS #7411,1162.04,Transport,bus pass,6,1,2024-06,5
2024-06-11,INSURANCE PREMIUM #3235,2450.31,Bills & Utilities,insurance premium,6,1,2024-06,0
2024-06-12,RENT PAYMENT #7706,4500.52,Bills & Utilities,rent payment,6,2,2024-06,0
2024-06-12,KFC ORDER #1862,310.05,Food & Dining,kfc order,6,2,2024-06,2
2024-06-13,NYKAA COSMETICS #5895,1669.21,Shopping,nykaa cosmetics,6,3,2024-06,4
2024-06-13,IRCTC TICKET #9185,294.91,Transport,irctc ticket,6,3,2024-06,5
2024-06-13,ELECTRICITY BILL #9226,2898.98,Bills & Utilities,electricity bill,6,3,2024-06,0
2024-06-13,BUS PASS #2215,916.45,Transport,bus pass,6,3,2024-06,5
2024-06-13,NYKAA COSMETICS #5526,4535.17,Shopping,nykaa cosmetics,6,3,2024-06,4
2024-06-14,RENT PAYMENT #5489,696.42,Bills & Utilities,rent payment,6,4,2024-06,0
2024-06-14,LAB TEST #8490,2931.87,Health,lab test,6,4,2024-06,3
2024-06-14,INDIGO AIRLINES #8192,51.1,Transport,indigo airlines,6,4,2024-06,5
2024-06-14,INSURANCE PREMIUM #1907,4173.81,Bills & Utilities,insurance premium,6,4,2024-06,0
2024-06-15,ELECTRICITY BILL #5068,1572.94,Bills & Utilities,electricity bill,6,5,2024-06,0
2024-06-16,METRO CARD RECHARGE #2578,1527.54,Transport,metro card recharge,6,6,2024-06,5
2024-06-16,LAB TEST #1947,2935.43,Health,lab test,6,6,2024-06,3
2024-06-17,GAS CYLINDER #2438,3676.46,Bills & Utilities,gas cylinder,6,0,2024-06,0
2024-06-17,MYNTRA FASHION #1691,6008.85,Shopping,myntra fashion,6,0,2024-06,4
2024-06-17,HOSPITAL BILL #2691,2140.84,Health,hospital bill,6,0,2024-06,3
2024-06-17,DECATHLON SPORTS #6950,6033.58,Shopping,decathlon sports,6,0,2024-06,4
2024-06-17,MOBILE RECHARGE #4575,2386.82,Bills & Utilities,mobile recharge,6,0,2024-06,0
2024-06-17,METRO CARD RECHARGE #3347,1971.82,Transport,metro card recharge,6,0,2024-06,5
2024-06-18,UBER TRIP #9196,1867.88,Transport,uber trip,6,1,2024-06,5
2024-06-18,LAB TEST #8135,610.8,Health,lab test,6,1,2024-06,3
2024-06-18,MCDONALD'S #1685,190.42,Food & Dining,mcdonalds,6,1,2024-06,2
2024-06-19,INTERNET BILL #4272,3912.0,Bills & Utilities,internet bill,6,2,2024-06,0
2024-06-19,DENTAL CLINIC #4471,691.02,Health,dental clinic,6,2,2024-06,3
2024-06-19,YOUTUBE PREMIUM #1202,1200.96,Entertainment,youtube premium,6,2,2024-06,1
2024-06-19,HOSPITAL BILL #3277,2469.41,Health,hospital bill,6,2,2024-06,3
2024-06-19,WATER BILL #4468,4054.81,Bills & Utilities,water bill,6,2,2024-06,0
2024-06-20,NYKAA COSMETICS #8444,7914.98,Shopping,nykaa cosmetics,6,3,2024-06,4
2024-06-21,GROCERY STORE #6393,814.23,Food & Dining,grocery store,6,4,2024-06,2
2024-06-21,HOSPITAL BILL #7457,1873.36,Health,hospital bill,6,4,2024-06,3
2024-06-21,PETROL PUMP #5968,964.99,Transport,petrol pump,6,4,2024-06,5
2024-06-21,PETROL PUMP #8933,574.7,Transport,petrol pump,6,4,2024-06,5
2024-06-22,GAS CYLINDER #7868,1077.34,Bills & Utilities,gas cylinder,6,5,2024-06,0
2024-06-22,INTERNET BILL #8309,482.56,Bills & Utilities,internet bill,6,5,2024-06,0
2024-06-22,AMAZON PRIME #4087,1212.94,Entertainment,amazon prime,6,5,2024-06,1
2024-06-23,DOCTOR CONSULTATION #3327,2217.54,Health,doctor consultation,6,6,2024-06,3
2024-06-23,PHARMACY BILL #7170,1790.71,Health,pharmacy bill,6,6,2024-06,3
2024-06-23,GYM MEMBERSHIP #3540,2798.94,Health,gym membership,6,6,2024-06,3
2024-06-24,PARKING FEE #2341,1065.25,Transport,parking fee,6,0,2024-06,5
2024-06-24,GYM MEMBERSHIP #8944,624.35,Health,gym membership,6,0,2024-06,3
